Transcript Exonic_reads_sense Junction_reads_sense Exonic_reads_antisense Junction_reads_antisense
BL69069_cuf0 0 1 0 0
BL00615_cuf1 0 0 0 0
BL29538_evm0 0 0 0 0
BL08033_cuf0 0 0 0 0
BL89074_cuf0 0 0 0 0
BL04698_evm0 5 0 1 0
BL16093_cuf0 0 0 0 0
BL08241_cuf1 0 0 0 0
BL96417_cuf3 0 0 0 0
BL02370_evm0 0 0 0 0
BL05263_cuf2 0 0 0 0
BL22343_cuf1 0 0 0 0
BL06237_cuf3 0 0 0 0
BL30596_evm0 4 0 0 0
BL12842_cuf0 0 0 0 0
BL06861_cuf0 0 1 0 0
BL95100_evm0 0 5 0 0
BL58791_cuf0 0 0 0 0
BL09312_evm0 0 0 0 0
BL59804_cuf0 0 1 0 0
BL15058_cuf5 0 2 0 0
BL02144_cuf0 2 0 0 0
BL04583_cuf2 0 7 0 0
BL14682_cuf1 0 0 0 0
BL48428_cuf0 0 0 0 0
BL11852_cuf0 0 0 0 0
BL14527_cuf17 0 0 0 0
BL15307_cuf0 0 0 0 0
BL15807_cuf0 0 0 0 1
BL07093_cuf6 0 0 0 0
BL96969_cuf1 0 0 0 0
BL19405_evm0 0 0 0 0
BL16146_cuf0 0 0 0 0
BL04231_evm0 0 0 0 0
BL22285_cuf0 2 0 0 0
BL23861_evm0 0 0 0 0
BL09310_cuf0 0 0 0 0
BL02791_evm1 0 0 0 0
BL16901_cuf0 0 0 0 0
BL17942_cuf0 0 1 0 0
BL67318_cuf0 0 0 0 0
BL32284_evm0 0 0 0 0
BL35573_cuf0 0 0 0 0
BL21117_evm0 0 0 0 0
BL30652_evm0 1 0 0 0
BL07337_cuf1 0 0 0 0
BL30064_evm0 0 0 0 0
BL31976_evm0 0 0 0 0
BL95994_evm5 0 2 0 0
BL16652_evm1 0 0 0 0
BL58532_cuf0 0 0 0 0
BL16137_evm1 0 0 0 0
BL18830_evm1 0 0 0 0
BL23387_cuf1 0 0 0 0
BL27080_evm0 0 0 0 0
BL08969_evm0 0 0 0 0
BL12342_cuf3 0 0 0 0
BL02599_cuf0 0 0 0 0
BL24999_evm0 0 0 0 0
BL29062_evm0 0 0 0 0
BL01742_evm0 0 0 0 0
BL00472_cuf0 0 0 0 0
BL24598_cuf3 0 3 0 0
BL58743_cuf0 0 0 0 0
BL96317_cuf7 0 0 0 0
BL96074_evm2 0 0 0 0
BL13857_cuf3 0 0 0 0
BL28701_evm0 0 0 0 0
BL07787_cuf0 3 0 0 0
BL13081_cuf1 0 0 0 0
BL15858_cuf0 0 0 0 0
BL15610_evm1 0 0 0 0
BL23106_evm0 0 0 0 0
BL12781_cuf1 0 0 0 0
BL00874_evm2 0 0 0 0
BL26689_evm0 0 0 0 0
BL04612_cuf1 0 0 0 0
BL11189_evm0 0 0 0 0
BL06689_cuf7 0 0 0 0
BL82342_cuf0 0 0 0 0
BL74906_cuf0 0 0 0 0
BL14709_cuf0 1 0 0 0
BL95527_evm1 1 0 0 0
BL31277_evm0 0 0 0 0
BL29492_evm0 0 0 0 0
BL12838_evm0 0 0 0 0
BL22587_cuf2 0 0 0 0
BL17907_evm1 2 0 0 0
BL41920_cuf0 0 0 0 0
BL97415_cuf0 14 1 0 0
BL04729_cuf0 0 0 0 0
BL00570_cuf6 0 0 0 0
BL95999_evm1 0 0 0 0
BL32105_evm0 0 0 0 0
BL14213_cuf0 1 0 0 0
BL61761_cuf0 0 0 0 0
BL74165_cuf0 0 0 0 0
BL02126_cuf0 0 0 0 0
BL05678_cuf0 0 0 0 0
BL28132_evm0 0 0 0 0
BL20390_evm11 0 3 0 0
BL09941_cuf1 0 0 0 0
BL21660_cuf0 0 0 0 0
BL08427_evm1 0 0 0 0
BL96268_cuf3 0 0 0 0
BL11830_evm2 1 0 0 0
BL10426_cuf0 0 0 0 0
BL05108_cuf0 0 0 0 0
BL26619_evm0 0 0 0 0
BL11046_evm0 0 0 0 0
BL11672_cuf0 1 0 0 0
BL08010_cuf0 0 0 0 0
BL95724_evm1 0 0 0 0
BL11003_evm0 0 0 0 0
BL04145_cuf4 0 0 0 0
BL32233_evm0 0 0 0 0
BL30466_evm0 0 0 0 0
BL16582_evm0 0 0 0 0
BL76953_cuf0 0 0 0 0
BL64784_cuf0 0 0 0 0
BL28758_evm0 0 0 1 0
BL09616_cuf0 0 0 0 0
BL17187_evm2 0 17 0 0
BL21951_cuf0 0 0 0 0
BL71758_cuf1 0 0 0 0
BL23544_evm0 0 0 0 0
BL10486_cuf4 0 0 0 0
BL70914_cuf0 0 0 0 0
BL26281_evm0 0 0 0 0
BL24132_evm0 0 3 0 0
BL28214_evm0 0 0 0 0
BL25600_evm0 0 0 0 0
BL95511_evm3 0 0 0 0
BL60810_cuf0 0 0 0 0
BL03897_cuf0 0 7 0 0
BL02647_evm0 0 0 0 0
BL47018_cuf0 0 0 0 0
BL21982_evm0 0 0 0 0
BL46820_cuf0 0 0 0 0
BL62229_cuf1 0 0 0 0
BL27862_evm0 0 0 0 0
BL13673_cuf2 0 0 0 0
BL22709_cuf2 4 0 0 0
BL22486_cuf4 2 0 0 0
BL18752_evm0 1 0 0 0
BL95590_evm1 0 1 0 0
BL25360_evm0 0 0 0 0
BL75639_cuf3 0 0 0 0
BL10267_cuf0 0 0 0 0
BL22210_cuf0 0 0 0 0
BL34504_cuf0 0 0 0 0
BL15812_cuf3 0 1 0 0
BL28403_evm0 0 0 0 0
BL00714_cuf0 0 0 0 0
BL86255_cuf0 0 0 0 0
BL24676_cuf0 0 0 0 0
BL07348_cuf0 0 0 0 0
BL01854_cuf0 0 0 0 0
BL39675_cuf2 0 0 0 0
BL10321_cuf6 0 12 0 0
BL75035_cuf0 0 0 0 0
BL06545_cuf1 0 10 0 0
BL77064_cuf0 0 0 0 0
BL01832_cuf0 1 0 0 0
BL37547_cuf0 0 0 0 0
BL26956_evm2 0 0 0 0
BL09431_cuf0 0 1 0 0
BL08918_cuf0 0 0 0 0
BL01002_cuf0 1 0 0 0
BL15403_evm1 0 1 0 0
BL29346_evm0 0 0 0 0
BL54975_cuf0 0 0 0 0
BL27796_evm0 0 0 0 0
BL16428_cuf0 1 0 0 0
BL22023_cuf1 0 14 0 0
BL08692_cuf2 0 1 0 0
BL31372_evm0 0 0 0 0
BL07175_cuf2 1 0 0 0
BL00832_cuf0 0 0 0 0
BL07775_cuf0 0 0 0 0
BL07904_cuf1 0 0 0 0
BL56118_cuf0 0 0 0 0
BL69620_cuf0 0 0 0 0
BL17770_cuf1 0 0 0 0
BL11118_evm0 0 0 0 0
BL30072_evm0 0 1 0 0
BL96407_cuf7 0 0 0 0
BL75521_cuf0 0 0 0 0
BL20006_evm0 0 0 0 0
BL23155_evm7 3 0 0 0
BL16726_cuf0 0 0 0 0
BL03040_evm0 7 0 1 0
BL06239_cuf0 0 0 0 0
BL28038_evm0 0 0 0 0
BL72500_cuf0 0 0 0 0
BL06210_cuf2 0 1 0 0
BL07434_cuf0 0 0 0 0
BL20890_cuf2 0 0 0 0
BL14048_cuf0 40 0 1 0
BL14698_cuf4 0 0 0 0
BL12807_cuf0 1 0 0 0
BL87539_cuf0 0 1 0 0
BL23008_evm0 0 0 0 0
BL07200_cuf0 2 0 0 0
BL06955_cuf4 0 0 0 0
BL23794_cuf1 7 0 1 0
BL21904_cuf2 0 0 0 0
BL48787_cuf0 0 0 0 0
BL85114_cuf2 0 0 0 0
BL17688_evm0 0 1 0 0
BL18794_cuf3 0 0 0 0
BL24145_cuf0 0 0 0 0
BL58487_cuf0 0 0 0 0
BL23251_evm1 1 0 0 0
BL06692_cuf2 0 0 0 0
BL22467_evm0 0 0 0 0
BL95132_evm1 0 0 0 1
BL15968_cuf0 2 0 0 0
BL01958_cuf0 0 0 0 0
BL95287_evm1 1 0 0 0
BL06763_evm3 2 0 0 0
BL09213_cuf1 0 0 0 0
BL97405_cuf3 0 0 0 0
BL95407_evm0 0 0 0 0
BL26499_evm0 0 0 0 0
BL24903_cuf1 0 0 0 0
BL20001_cuf1 0 1 0 0
BL15828_cuf0 0 0 0 0
BL95480_evm1 9 0 0 0
BL05106_cuf0 0 0 0 0
BL07740_evm0 0 1 0 0
BL02708_cuf2 0 0 0 0
BL82473_cuf0 0 0 0 0
BL46297_cuf0 0 0 0 0
BL96382_cuf49 0 13 0 0
BL04170_evm0 0 0 0 0
BL14854_cuf15 0 0 0 0
BL19748_cuf0 0 0 0 0
BL20681_cuf8 0 0 0 0
BL11194_cuf2 0 0 0 0
BL07180_cuf0 0 0 0 0
BL03644_cuf0 0 0 0 0
BL65180_cuf0 0 0 0 0
BL25011_cuf1 0 0 0 0
BL08097_cuf0 0 0 0 0
BL01283_cuf0 0 0 0 0
BL24510_cuf1 0 1 0 0
BL03415_cuf0 2 0 0 0
BL19445_cuf2 0 0 0 0
BL04720_evm0 0 1 0 0
BL10334_cuf0 0 0 0 0
BL19566_cuf0 0 0 0 0
BL01850_evm6 0 0 0 0
BL04529_cuf2 0 0 0 0
BL15712_cuf0 0 0 0 0
BL27808_evm0 0 0 0 0
BL10803_evm0 5 0 0 0
BL20837_evm0 0 0 0 0
BL54306_cuf0 0 0 0 0
BL08772_evm0 0 0 0 0
BL20986_cuf1 0 1 0 0
BL13791_cuf0 0 0 0 0
BL05795_cuf0 0 0 0 0
BL22685_evm2 0 1 0 0
BL77746_cuf0 0 0 0 0
BL00511_cuf0 0 0 0 0
BL24195_evm0 0 0 0 0
BL34346_cuf2 0 0 0 0
BL01023_cuf0 0 0 0 0
BL51212_cuf0 0 0 0 0
BL19922_cuf0 0 0 0 0
BL67310_cuf0 0 0 0 0
BL72116_cuf3 0 1 0 0
BL00240_cuf0 25 0 0 0
BL11536_cuf0 0 0 0 0
BL08130_evm0 0 0 0 0
BL08967_evm0 0 0 0 0
BL27807_evm0 0 0 0 0
BL20182_evm0 0 0 0 0
BL96111_evm0 9 2 0 0
BL19740_evm0 1 0 0 0
BL21304_cuf0 0 0 0 0
BL21685_cuf0 7 0 0 0
BL05880_cuf0 0 1 0 0
BL12330_cuf1 0 0 0 0
BL11369_cuf2 0 0 0 0
BL15152_cuf2 0 0 0 0
BL52915_cuf0 0 0 0 0
BL30332_evm0 0 0 0 0
BL28818_evm0 0 0 0 0
BL21345_cuf0 0 0 0 0
BL23655_cuf2 0 0 0 0
BL08054_cuf2 2 0 0 0
BL32861_cuf1 0 0 0 0
BL33379_cuf0 0 25 0 0
BL17798_cuf0 0 0 0 0
BL95562_evm1 0 2 0 0
BL14618_evm0 0 0 0 0
BL16328_evm0 3 0 0 0
BL08177_cuf0 0 0 0 0
BL09776_cuf0 0 0 0 0
BL06374_cuf30 0 1 0 0
BL11637_cuf4 0 0 0 0
BL01591_cuf0 4 0 0 0
BL17638_evm0 0 0 0 0
BL70512_cuf0 0 0 0 0
BL24221_cuf0 0 2 0 0
BL09407_cuf3 0 0 0 0
BL27214_evm0 0 0 0 0
BL37091_cuf0 1 0 0 0
BL83528_cuf0 0 0 0 0
BL02252_cuf4 5 0 0 0
BL17690_cuf2 0 0 0 0
BL06221_cuf0 0 0 0 0
BL18345_evm0 0 0 0 0
BL22694_cuf0 0 0 0 0
BL12686_cuf3 0 0 0 0
BL06735_evm0 0 0 0 0
BL96812_cuf1 0 0 0 0
BL16486_evm2 0 0 0 0
BL01480_cuf4 12 0 0 0
BL12649_cuf0 1 0 0 0
BL17863_cuf6 0 0 0 0
BL04386_cuf2 5 0 0 0
BL24728_evm3 0 3 0 0
BL06749_cuf0 0 0 0 0
BL96005_evm1 0 0 0 0
BL18197_evm1 0 0 0 0
BL24109_cuf0 0 0 0 0
BL14602_cuf0 0 0 0 0
BL19900_cuf0 0 0 0 0
BL20559_cuf1 0 0 0 0
BL19572_cuf0 0 0 0 0
BL97105_cuf6 2 0 0 0
BL06781_cuf1 1 0 0 0
BL08470_evm0 0 0 0 0
BL56302_cuf0 0 0 0 0
BL26438_evm0 0 5 0 0
BL40693_cuf0 0 0 0 0
BL02583_evm0 0 0 0 0
BL19963_cuf1 0 0 0 0
BL13470_evm0 0 0 0 0
BL16800_cuf0 0 0 0 0
BL23000_cuf1 5 0 0 0
BL20248_cuf0 0 0 0 0
BL30910_evm0 0 0 0 0
BL10239_cuf0 2 0 0 0
BL22278_cuf0 0 0 0 0
BL25649_evm0 0 0 0 0
BL13139_cuf0 0 2 0 0
BL22226_cuf0 0 0 0 0
BL90987_cuf0 0 0 0 0
BL00577_cuf0 0 0 0 0
BL43988_cuf0 0 0 0 0
BL13547_cuf0 0 0 0 0
BL11086_cuf6 0 138 0 0
BL18553_evm0 0 0 0 0
BL21806_cuf0 0 0 0 0
BL90234_cuf0 0 0 0 0
BL29058_evm0 0 0 0 0
BL11023_evm0 0 0 0 0
BL17237_evm0 0 0 0 0
BL02076_cuf0 1 0 0 0
BL06278_cuf0 0 0 0 0
BL07218_cuf0 0 0 0 0
BL95582_evm1 0 0 0 0
BL95747_evm1 0 0 0 0
BL07765_evm0 2 0 0 0
BL04622_evm0 0 0 0 0
BL14588_cuf13 0 0 0 0
BL08608_cuf3 0 2 0 0
BL14679_cuf0 4 0 0 0
BL09473_cuf0 0 0 0 0
BL54683_cuf0 0 0 0 0
BL31370_evm0 0 0 0 0
BL22734_cuf15 0 1 0 0
BL96611_cuf40 0 0 0 0
BL23539_evm0 0 0 0 0
BL80978_cuf0 0 0 0 0
BL20041_cuf0 0 0 0 0
BL12182_cuf2 0 0 0 0
BL19094_cuf4 0 0 0 0
BL01459_cuf0 0 0 0 0
BL12503_cuf5 0 0 0 0
BL05516_evm0 0 0 0 0
BL21829_evm1 5 0 0 0
BL95969_evm1 0 0 0 0
BL15333_evm0 0 0 0 0
BL09187_cuf0 1 0 0 0
BL96996_cuf11 0 0 0 0
BL96419_cuf5 0 0 0 0
BL55860_cuf0 0 0 0 0
BL42506_cuf0 0 0 0 0
BL01104_cuf10 0 0 0 0
BL95425_evm0 1 0 0 0
BL24254_cuf0 0 0 0 0
BL26382_evm0 0 0 0 0
BL96987_cuf8 0 0 0 0
BL35048_cuf0 0 0 0 0
BL14503_cuf3 0 0 0 0
BL08484_cuf0 0 0 0 0
BL12679_cuf0 0 0 0 0
BL06479_cuf1 0 0 0 0
BL04033_cuf1 0 0 0 0
BL96489_cuf2 0 0 0 0
BL12318_cuf5 1 0 0 0
BL38310_cuf1 0 0 0 0
BL18300_cuf12 0 6 0 0
BL07730_cuf0 0 0 0 0
BL21990_cuf4 0 0 0 0
BL56395_cuf0 0 0 0 0
BL96204_cuf1 0 0 0 0
BL02488_cuf1 0 0 0 0
BL15973_cuf0 0 0 0 0
BL04440_cuf0 0 0 0 0
BL91554_cuf1 0 0 0 0
BL58218_cuf0 0 0 0 0
BL13103_evm0 0 0 0 0
BL22601_evm0 0 0 0 0
BL14691_evm3 0 0 0 0
BL16266_evm4 0 0 0 0
BL95763_evm1 0 0 0 0
BL11874_cuf0 0 0 0 0
BL23883_cuf0 0 0 0 0
BL21573_cuf0 0 19 0 0
BL10312_cuf0 0 0 0 0
BL21561_cuf1 3 0 0 0
BL88634_cuf1 0 0 0 0
BL60302_cuf0 0 0 0 0
BL30166_evm0 0 0 0 0
BL23493_cuf0 0 0 0 0
BL44615_cuf0 0 0 0 0
BL03788_cuf2 0 0 0 0
BL83500_cuf1 0 0 0 0
BL29716_evm0 0 0 0 0
BL00156_cuf1 0 0 0 0
BL28714_evm0 0 0 0 0
BL07433_evm0 0 0 0 0
BL95795_evm1 2 0 0 0
BL14273_evm0 0 2 0 0
BL27252_evm0 0 0 0 0
BL03872_cuf9 0 1 0 0
BL07475_cuf9 6 0 0 0
BL13585_evm0 6 0 0 0
BL80828_cuf0 0 0 0 0
BL31964_evm0 0 0 0 0
BL95164_evm1 0 3 0 0
BL00694_cuf0 0 0 0 0
BL95005_evm1 0 0 0 0
BL11098_cuf0 0 0 0 0
BL09957_cuf0 0 0 0 0
BL40236_cuf0 0 0 0 0
BL12787_evm0 0 0 0 0
BL32135_evm0 0 0 0 0
BL79428_cuf0 0 0 0 0
BL87540_cuf0 0 0 0 0
BL95536_evm0 2 0 0 0
BL22991_cuf0 0 1 0 0
BL19502_cuf0 0 0 0 0
BL31570_evm0 0 0 0 0
BL03983_cuf0 0 0 0 0
BL22325_cuf3 0 0 0 0
BL13709_cuf2 0 1 0 0
BL04191_evm0 2 0 0 0
BL07735_cuf5 4 0 0 0
BL39094_cuf1 0 0 0 0
BL21131_evm3 2 0 0 0
BL19856_cuf0 0 0 0 0
BL09017_cuf2 5 0 0 0
BL07091_evm0 0 0 0 0
BL71967_cuf0 0 0 0 0
BL16971_evm0 0 1 0 0
BL19985_evm1 0 0 0 0
BL00555_cuf0 0 0 0 0
BL96776_cuf7 0 0 0 0
BL18967_cuf1 0 0 0 0
BL74758_cuf0 0 0 0 0
BL77646_cuf0 0 0 0 0
BL97397_cuf6 0 0 0 0
BL27300_evm0 0 0 0 0
BL22041_cuf1 0 0 0 0
BL97194_cuf1 0 0 0 0
BL97163_cuf0 0 0 0 0
BL21607_cuf3 0 0 0 0
BL14585_cuf0 0 0 0 0
BL23889_evm0 0 0 0 0
BL12135_cuf0 0 0 0 0
BL63857_cuf0 0 0 0 0
BL24112_evm1 0 0 0 0
BL15551_cuf0 0 0 0 0
BL10379_cuf6 0 0 0 0
BL14908_cuf0 0 0 0 0
BL12850_cuf0 0 0 0 0
BL01707_cuf1 0 0 0 0
BL26867_evm0 0 0 0 0
BL14174_cuf1 0 3 0 0
BL41976_cuf0 0 0 0 0
BL00158_cuf1 0 0 0 0
BL21070_cuf2 0 0 0 0
BL14101_cuf24 0 3 0 0
BL95782_evm0 0 0 0 0
BL10638_evm1 0 2 0 0
BL32864_cuf0 0 0 0 0
BL10698_cuf1 0 0 0 0
BL50659_cuf0 0 0 0 0
BL13785_cuf0 0 3 0 0
BL17144_cuf22 0 5 0 0
BL29825_evm0 2 0 0 0
BL29973_evm0 0 0 0 0
BL04076_cuf2 0 3 0 0
BL20760_cuf1 0 0 0 0
BL26088_evm0 0 0 0 0
BL71909_cuf0 0 0 0 0
BL02918_evm0 0 0 0 0
BL08816_cuf0 0 0 0 0
BL19562_cuf6 0 1 0 0
BL54082_cuf0 0 0 0 0
BL96823_cuf1 0 0 0 0
BL22783_cuf2 0 2 0 0
BL27364_evm0 0 0 0 0
BL39018_cuf0 0 0 0 0
BL19559_cuf0 0 0 0 0
BL56505_cuf0 0 0 0 0
BL36720_cuf2 0 0 0 0
BL28984_evm0 0 0 0 0
BL08638_cuf0 1 0 0 0
BL34569_cuf0 0 0 0 0
BL08124_cuf4 0 0 0 0
BL17508_cuf5 0 5 0 0
BL02397_cuf1 0 0 0 0
BL04782_cuf0 1 0 0 0
BL12802_evm5 2 0 0 0
BL03810_cuf2 0 13 0 0
BL06231_evm1 0 0 0 0
BL21936_evm1 0 0 0 0
BL06958_cuf0 1 83 0 0
BL13917_cuf0 0 0 0 0
BL38170_cuf0 0 0 0 0
BL04832_cuf9 0 0 0 0
BL15264_evm0 0 0 0 0
BL11635_cuf0 0 0 0 0
BL19284_cuf2 0 0 0 0
BL24197_cuf2 0 0 0 0
BL28875_evm0 0 0 0 0
BL02544_cuf3 1 0 0 0
BL23752_evm0 0 0 0 0
BL35650_cuf0 0 0 0 0
BL24010_evm0 0 0 0 0
BL50605_cuf0 0 0 0 0
BL12653_evm8 0 0 0 1
BL20236_cuf5 0 0 0 0
BL02494_cuf1 0 0 0 0
BL14335_cuf2 0 1 0 0
BL78360_cuf0 0 0 0 0
BL23930_evm0 0 0 0 0
BL02657_evm0 0 0 0 0
BL18701_cuf0 0 0 0 0
BL97096_cuf1 0 1 0 0
BL02286_evm1 0 0 0 0
BL19522_cuf2 0 0 0 0
BL15323_cuf0 0 0 0 0
BL28937_evm0 0 0 0 0
BL95494_evm0 0 0 0 0
BL08344_evm0 5 14 0 0
BL24619_evm0 0 1 0 0
BL97428_cuf7 0 0 0 0
BL29352_evm0 0 0 0 0
BL24001_cuf3 0 0 0 0
BL03046_evm1 0 4 0 0
BL11503_evm2 0 1 0 0
BL95794_evm0 1 0 0 0
BL04756_cuf1 0 0 0 0
BL16405_evm3 0 0 0 0
BL23552_cuf0 0 0 0 0
BL07619_evm0 0 0 0 0
BL11388_cuf17 4 0 0 0
BL22919_evm5 14 0 0 0
BL56816_cuf0 0 0 0 0
BL08288_evm0 0 0 0 0
BL11634_cuf1 0 0 0 0
BL95620_evm1 4 0 0 0
BL25376_evm0 0 0 0 0
BL18123_evm4 0 0 0 0
BL01189_cuf13 0 0 0 0
BL30953_evm0 0 0 0 0
BL10920_cuf0 0 0 0 0
BL19142_cuf1 0 0 0 1
BL22772_cuf0 0 0 0 0
BL24043_cuf0 9 0 0 0
BL95528_evm2 0 0 0 0
BL00194_cuf3 0 1 0 0
BL97326_cuf1 0 0 0 0
BL43335_cuf0 0 1 0 0
BL26875_evm0 0 0 0 0
BL25636_evm0 0 0 0 0
BL24287_cuf1 4 0 0 0
BL06588_evm0 0 0 0 0
BL23459_evm0 0 0 0 0
BL20427_cuf1 0 0 0 0
BL10610_cuf0 0 0 0 0
BL03859_cuf0 0 0 0 0
BL07877_evm0 0 1 0 0
BL09707_cuf1 0 0 0 0
BL06765_evm0 0 0 0 0
BL90059_cuf0 0 0 0 0
BL03490_cuf0 0 0 0 0
BL36930_cuf0 0 0 0 0
BL97211_cuf12 0 0 0 0
BL44084_cuf2 0 0 0 0
BL86666_cuf0 0 0 0 0
BL15320_evm0 0 0 0 0
BL06317_evm0 1 0 0 0
BL22613_evm0 0 0 0 0
BL05084_cuf0 0 0 0 0
BL20114_evm0 0 1 0 0
BL17500_cuf0 0 0 0 0
BL19263_cuf0 0 0 0 0
BL08184_evm0 0 3 0 0
BL15647_cuf0 0 0 0 0
BL22913_cuf2 0 2 0 0
BL11066_cuf1 0 10 0 0
BL10498_cuf1 0 0 0 0
BL18223_cuf5 0 0 0 0
BL12107_cuf0 0 0 0 0
BL05510_cuf1 0 0 0 0
BL20962_cuf6 3 0 0 0
BL17580_evm0 0 0 0 0
BL22686_evm1 1 0 0 0
BL95746_evm0 0 0 0 0
BL17911_cuf0 0 2 0 0
BL05208_cuf1 0 0 0 0
BL10988_cuf4 0 0 0 0
BL04937_cuf0 0 0 0 0
BL12992_evm0 0 0 0 0
BL09274_cuf0 0 0 0 0
BL01153_cuf0 0 2 0 0
BL05426_cuf0 0 0 0 0
BL95089_evm0 5 0 0 0
BL01000_cuf0 5 0 0 0
BL07568_cuf1 0 0 0 0
BL06130_evm0 0 0 0 0
BL10677_cuf2 0 0 0 0
BL87321_cuf0 0 0 0 0
BL03969_cuf0 6 0 0 0
BL69470_cuf0 0 1 0 0
BL09233_evm0 0 0 0 0
BL24092_cuf9 8 0 0 0
BL69669_cuf0 0 0 0 0
BL97047_cuf0 0 1 0 0
BL23890_evm1 3 0 0 0
BL04671_cuf0 0 0 0 0
BL03261_cuf0 1 0 0 0
BL06209_evm1 0 0 0 0
BL31298_evm0 0 0 0 0
BL07341_cuf0 0 1 0 0
BL02964_cuf0 0 2 0 0
BL15460_cuf4 0 0 0 0
BL17268_cuf5 0 0 0 0
BL06924_evm0 0 0 0 0
BL16027_cuf0 0 14 0 0
BL71270_cuf0 0 0 0 0
BL25759_evm0 0 6 0 0
BL96796_cuf16 0 0 0 0
BL06304_cuf1 0 0 0 0
BL09954_cuf0 0 0 0 0
BL06777_cuf0 0 0 0 0
BL32053_evm0 0 0 0 0
BL30869_evm1 0 0 0 0
BL07688_cuf4 1 32 0 0
BL10059_cuf0 0 0 0 0
BL14505_cuf0 0 0 0 0
BL10245_evm1 1 0 0 0
BL32321_evm0 0 0 0 0
BL03973_evm0 1 0 0 0
BL24498_cuf0 0 0 0 0
BL95855_evm1 0 0 0 0
BL49065_cuf0 0 0 0 0
BL96468_cuf0 0 0 0 0
BL03265_evm5 0 0 0 0
BL95593_evm0 1 0 0 0
BL96773_cuf1 0 0 0 0
BL25020_evm0 0 0 0 0
BL42908_cuf0 0 0 0 0
BL19640_cuf2 0 0 0 0
BL07902_evm0 1 0 0 0
BL20795_cuf3 0 5 0 0
BL12101_cuf0 0 0 0 0
BL75093_cuf0 3 0 0 0
BL97311_cuf4 0 0 0 0
BL96915_cuf5 0 0 0 0
BL07579_cuf0 0 0 0 0
BL40818_cuf0 0 0 0 0
BL10485_cuf2 0 0 0 0
BL06529_cuf3 0 0 0 0
BL16199_evm0 0 0 0 0
BL59280_cuf0 0 0 0 0
BL04240_cuf0 0 0 0 0
BL52000_cuf0 0 0 0 0
BL07891_evm0 0 0 0 0
BL45375_cuf0 0 0 0 0
BL12166_cuf14 0 0 0 0
BL25390_evm0 0 0 0 0
BL14662_evm0 0 0 0 0
BL23969_evm0 0 0 0 0
BL13195_cuf4 0 0 0 0
BL12993_cuf0 0 0 0 0
BL04395_evm0 0 0 0 0
BL17047_cuf1 0 0 0 0
BL19059_evm1 0 0 0 0
BL09705_cuf2 1 20 0 0
BL97011_cuf3 0 0 0 0
BL30468_evm0 0 0 0 0
BL29767_evm0 0 0 0 0
BL12541_cuf0 0 0 0 0
BL14543_evm0 0 0 0 0
BL01087_cuf13 0 0 0 0
BL15923_cuf1 0 0 0 0
BL45002_cuf0 0 0 0 0
BL07248_evm0 0 0 0 0
BL07510_evm3 0 1 0 0
BL55507_cuf0 0 0 0 0
BL21078_cuf2 0 0 0 0
BL57356_cuf0 0 0 0 0
BL16168_cuf1 0 9 0 0
BL17763_evm0 0 0 0 0
BL26612_evm0 0 0 0 0
BL76391_cuf0 0 0 0 0
BL20680_cuf2 0 0 0 0
BL09775_cuf0 1 0 0 0
BL15282_cuf1 0 0 0 0
BL24309_cuf2 0 0 0 0
BL69805_cuf0 0 0 0 0
BL00682_cuf2 2 0 0 0
BL95186_evm1 2 1 0 0
BL16330_cuf1 0 0 0 0
BL85649_cuf0 0 0 0 0
BL00473_evm0 0 2 0 0
BL05220_evm0 1 0 0 0
BL25789_evm0 0 0 0 0
BL96128_evm0 1 3 0 0
BL25683_evm0 0 0 0 0
BL01516_cuf0 0 0 0 0
BL00838_cuf0 0 0 0 0
BL54079_cuf0 0 0 0 0
BL08771_cuf0 2 0 0 0
BL08278_evm0 0 0 0 0
BL69045_cuf7 0 0 0 0
BL21001_cuf0 0 0 0 0
BL96998_cuf1 0 1 0 0
BL49616_cuf2 0 0 0 0
BL18637_cuf0 0 0 0 0
BL08501_cuf2 0 4 0 0
BL17510_evm0 0 0 0 0
BL23691_cuf0 0 0 0 0
BL39560_cuf0 0 0 0 0
BL40485_cuf0 0 0 0 0
BL97289_cuf0 0 0 0 0
BL30223_evm1 0 0 0 0
BL16868_evm0 0 0 0 0
BL29873_evm0 0 1 0 0
BL22264_cuf0 0 0 0 0
BL20075_cuf0 0 0 0 0
BL25138_evm0 0 0 0 0
BL15887_evm0 0 0 0 0
BL10613_cuf3 0 0 0 0
BL12887_cuf0 0 1 0 0
BL96990_cuf4 0 0 0 0
BL05779_evm0 0 0 0 0
BL96212_cuf3 0 0 0 0
BL90620_cuf1 0 0 0 0
BL06574_evm0 0 0 0 0
BL19204_evm3 0 0 0 0
BL01077_evm1 0 0 0 0
BL05083_evm0 0 0 0 0
BL05442_cuf0 0 0 0 0
BL96788_cuf1 0 0 0 0
BL01646_cuf0 0 0 0 0
BL34906_cuf0 0 0 0 0
BL23852_cuf5 0 0 0 0
BL06541_cuf0 0 0 0 0
BL04348_evm0 1 0 0 0
BL19779_evm0 0 0 0 0
BL19817_evm0 0 0 0 0
BL17601_cuf3 0 1 0 0
BL19739_cuf1 0 0 0 0
BL19980_cuf1 0 0 0 0
BL12132_evm0 0 2 0 0
BL09311_cuf3 1 0 0 0
BL09007_cuf0 0 0 0 0
BL10975_evm0 1 0 0 0
